"account_id","customer_id","tenure_months","num_referrals","has_internet_service","internet_type","has_unlimited_data","has_phone_service","has_multiple_lines","has_premium_tech_support","has_online_security","has_online_backup","has_device_protection","contract_type","paperless_billing","payment_method"
"DGBO-JYRZC","6794-HKIAJ",62,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal"
"DGBR-JTOUA","4572-DVCGN",10,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DGDS-CDGBJ","1439-LCGVL",26,10,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"DGEJ-YASKH","1755-RMCXH",2,5,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"DGEU-YWWDL","3973-SKMLN",71,0,"No","None","No","Yes","No","No","No","No","No","Two Year","Yes","Credit Card"
"DGFV-ESYIN","6008-NAIXK",54,0,"Yes","DSL","Yes","No","No","No","No","Yes","Yes","One Year","Yes","Bank Withdrawal"
"DGJM-XXQSL","9134-CEQMF",7,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DGKN-YFGZI","8450-UYIBU",35,0,"Yes","Cable","Yes","No","No","No","No","No","Yes","Two Year","Yes","Bank Withdrawal"
"DGNZ-IHXBP","5206-HPJKM",17,0,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","Month-to-Month","Yes","Credit Card"
"DGOT-FZWZP","0314-TKOSI",6,0,"Yes","Cable","No","Yes","No","No","Yes","Yes","No","Month-to-Month","No","Mailed Check"
"DGPE-GSITC","2208-UGTGR",56,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","No","Bank Withdrawal"
"DGQX-AZKDP","3580-GICBM",61,7,"No","None","No","Yes","Yes","No","No","No","No","Two Year","Yes","Credit Card"
"DGSD-JZNPI","2636-OHFMN",4,4,"Yes","DSL","Yes","No","No","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"DHEB-RFPIB","8198-RKSZG",14,8,"Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","No","Month-to-Month","No","Credit Card"
"DHOD-ERFLD","3635-QQRQD",62,0,"No","None","No","Yes","No","No","No","No","No","Two Year","Yes","Credit Card"
"DHSW-XGHYQ","5456-ITGIC",72,9,"Yes","DSL","Yes","No","No","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"DHTU-YBQXX","2669-OIDSD",48,3,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card"
"DHTV-MFRBR","2252-ISRNH",9,9,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","One Year","Yes","Bank Withdrawal"
"DHWB-VXMGE","0657-DOGUM",48,1,"Yes","DSL","No","Yes","Yes","Yes","Yes","No","No","One Year","Yes","Bank Withdrawal"
"DHWD-KKVKK","4072-IPYLT",36,3,"Yes","DSL","Yes","Yes","No","No","Yes","No","No","Month-to-Month","No","Credit Card"
"DHWT-KIFNK","2977-CEBSX",66,0,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"DHYY-NAYLN","4137-JOPHL",50,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","Two Year","Yes","Bank Withdrawal"
"DIAK-ADTRY","1792-UXAFY",17,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"DIBO-YBNPG","9711-FJTBX",56,4,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","Yes","Yes","One Year","Yes","Credit Card"
"DIDN-SIMNT","2362-IBOOY",36,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DIFL-UKAUQ","5020-ZSTTY",54,0,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No","One Year","No","Bank Withdrawal"
"DIIJ-MZMZO","2397-BRLOM",8,2,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"DIIY-YABLH","8063-GBATB",27,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DIJJ-OGVEU","7065-YUNRY",1,0,"Yes","Cable","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Mailed Check"
"DIMD-ISSXA","2851-STERV",35,0,"Yes","DSL","Yes","Yes","No","Yes","No","No","Yes","One Year","Yes","Bank Withdrawal"
"DIMP-RRPTE","5202-IVJNU",39,0,"Yes","DSL","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card"
"DIOI-HRNPR","9327-QSDED",8,0,"Yes","DSL","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"DIPL-IJWZL","1716-LSAMB",45,1,"Yes","Cable","Yes","Yes","No","Yes","Yes","No","No","Two Year","No","Bank Withdrawal"
"DIRJ-TRWWZ","2811-POVEX",23,4,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"DIVO-REBKP","7825-ECJRF",19,0,"Yes","Fiber Optic","No","Yes","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"DJBA-AYCNS","4323-ELYYB",13,7,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"DJBO-NGQBK","6791-YBNAK",18,9,"Yes","DSL","Yes","No","No","No","No","No","No","Month-to-Month","No","Credit Card"
"DJBY-MGRSE","0670-ANMUU",71,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","No","One Year","No","Credit Card"
"DJEC-QVIIB","3050-RLLXC",56,10,"Yes","Cable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"DJQT-SHZVI","3397-AVTKU",43,0,"Yes","DSL","Yes","Yes","No","No","No","Yes","No","Two Year","Yes","Bank Withdrawal"
"DJQW-PTSSM","4992-LTJNE",72,5,"Yes","DSL","Yes","Yes","Yes","No","Yes","No","No","Two Year","No","Bank Withdrawal"
"DJRL-HLIXM","0301-FIDRB",72,8,"Yes","DSL","Yes","No","No","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"DJUM-NUVUN","2144-ESWKO",43,0,"Yes","Cable","Yes","No","No","No","Yes","No","Yes","One Year","Yes","Credit Card"
"DKCU-XSRUW","7465-ZZRVX",1,0,"Yes","Fiber Optic","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DKDH-ULDBZ","1535-VTJOQ",24,0,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Credit Card"
"DKEE-VJEQJ","5542-TBBWB",1,0,"Yes","Fiber Optic","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DKHR-ETJYW","6258-PVZWJ",68,1,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"DKJA-KAALU","3842-IYKUE",35,0,"Yes","Fiber Optic","No","Yes","Yes","Yes","No","Yes","No","Month-to-Month","No","Credit Card"
"DKJX-TITZM","2809-ZMYOQ",32,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"DKOX-DWWET","9236-NDUCW",21,0,"Yes","DSL","Yes","No","No","Yes","Yes","No","No","Two Year","No","Credit Card"
"DKSI-GNXFR","2323-ARSVR",67,8,"Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"DKUT-KOCLT","2153-MREFK",37,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal"
"DKWD-WAQWS","6185-TASNN",1,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Two Year","No","Bank Withdrawal"
"DKYO-BMCCD","9873-MNDKV",11,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"DKYS-WVMFK","6715-OFDBP",5,0,"Yes","DSL","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"DKZE-VCPXA","5498-IBWPI",66,1,"Yes","Cable","Yes","Yes","No","Yes","No","No","No","One Year","Yes","Credit Card"
"DKZU-WWGIY","2521-NPUZR",70,9,"Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"DLAR-FRNYF","3763-GCZHZ",66,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","No","One Year","Yes","Bank Withdrawal"
"DLFV-BXKTI","4737-AQCPU",72,5,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"DLFY-SXHWM","0130-SXOUN",66,0,"Yes","Fiber Optic","No","Yes","Yes","No","No","Yes","No","Month-to-Month","No","Credit Card"
"DLGT-EUTDY","0877-SDMBN",54,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","Yes","One Year","Yes","Bank Withdrawal"
"DLGT-SBUEV","3009-JWMPU",62,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","One Year","Yes","Bank Withdrawal"
"DLGX-BNPYJ","7161-DFHUF",71,4,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Credit Card"
"DLHA-HHPDT","4636-TVXVG",62,9,"No","None","No","Yes","No","No","No","No","No","One Year","No","Bank Withdrawal"
"DLQF-CMDMM","3317-HRTNN",5,0,"Yes","DSL","Yes","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"DLSL-OZJYA","8565-CLBZW",24,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Mailed Check"
"DLUY-IDCPT","0678-RLHVP",53,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Two Year","No","Bank Withdrawal"
"DLVL-YAZJC","7833-PKIHD",51,1,"Yes","Cable","Yes","Yes","No","Yes","Yes","No","No","One Year","Yes","Bank Withdrawal"
"DMEM-FVFIO","1038-ZAGBI",12,1,"No","None","No","Yes","No","No","No","No","No","One Year","No","Bank Withdrawal"
"DMFS-XRYUO","8623-ULFNQ",26,0,"Yes","DSL","Yes","Yes","Yes","Yes","No","No","No","Two Year","Yes","Bank Withdrawal"
"DMGD-MICXU","3007-FDPEA",2,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DMHU-LNYXJ","7079-QRCBC",24,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"DMHZ-JAMLS","8043-PNYSD",63,4,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Mailed Check"
"DMJD-SRXZQ","9919-KNPOO",21,6,"Yes","Fiber Optic","No","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DMJY-OOLBY","2522-AHJXR",60,6,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"DMVC-TELRE","8735-DCXNF",10,9,"Yes","DSL","Yes","Yes","No","Yes","Yes","No","No","Month-to-Month","Yes","Credit Card"
"DMXP-HKBJB","6439-PKTRR",70,6,"Yes","Cable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal"
"DMYH-EINFR","4115-NZRKS",7,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","One Year","Yes","Bank Withdrawal"
"DMYS-CPSXI","3870-SPZSI",70,4,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"DNCH-MXCZK","3082-YVEKW",23,10,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal"
"DNHC-FNIEW","2207-QPJED",37,8,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","Yes","Two Year","No","Bank Withdrawal"
"DNHQ-WSFFK","9050-IKDZA",2,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"DNLS-YRHQZ","9031-ZVQPT",72,10,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"DNLW-HMABC","5924-IFQTT",13,4,"Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"DNNH-XJUXR","4903-UYAVB",5,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Mailed Check"
"DNOP-UNNCH","6960-HVYXR",1,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"DNRQ-EWRRN","0594-UFTUL",13,1,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"DNZH-JFJUS","4450-DLLMH",2,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"DOAO-DZIWS","8590-OHDIW",38,1,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"DOAU-OKLQM","4452-QIIEB",7,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"DOBG-YVTZF","0778-NELLA",9,0,"Yes","DSL","Yes","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"DOBT-DAURO","5256-SKJGO",64,1,"Yes","DSL","Yes","No","No","Yes","No","Yes","No","Two Year","Yes","Bank Withdrawal"
"DOBT-INZER","8028-PNXHQ",62,4,"No","None","No","Yes","Yes","No","No","No","No","Two Year","Yes","Bank Withdrawal"
"DOHN-ZECSL","3312-ZWLGF",29,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DOJB-CZQGM","8679-JOEVF",16,0,"Yes","DSL","Yes","Yes","No","Yes","No","No","No","Month-to-Month","No","Bank Withdrawal"
"DOUF-LVJGH","3508-CFVZL",71,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"DOUP-BKUUS","8757-TFHHJ",1,0,"Yes","Cable","Yes","Yes","No","No","Yes","No","No","Month-to-Month","Yes","Credit Card"
"DOYG-MYWSU","1122-YJBCS",69,7,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","One Year","Yes","Credit Card"
"DPHN-TTBBP","7560-QRBXH",48,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Mailed Check"
"DPHW-UIAVS","2853-CWQFQ",1,0,"Yes","Cable","Yes","Yes","No","Yes","No","No","No","Month-to-Month","Yes","Credit Card"
"DPME-WHQCG","1814-DKOLC",5,0,"No","None","No","Yes","Yes","No","No","No","No","Month-to-Month","No","Credit Card"
"DPNY-MIAAY","4299-OPXEJ",56,0,"No","None","No","Yes","No","No","No","No","No","Two Year","Yes","Bank Withdrawal"
"DPOU-EHTOU","3068-OMWZA",1,0,"Yes","Fiber Optic","No","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"DPPQ-TLHWK","4844-JJWUY",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"DPQB-USAPW","5027-YOCXN",51,6,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","No","One Year","No","Credit Card"
"DPQL-GKFDR","0909-SDHNU",7,0,"Yes","Cable","Yes","No","No","No","Yes","No","No","Month-to-Month","No","Credit Card"
"DPSP-FJAAH","4121-AGSIN",58,9,"No","None","No","Yes","Yes","No","No","No","No","One Year","Yes","Credit Card"
"DPUA-WBKKS","7219-TLZHO",4,1,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"DQBL-FIPAP","7245-JMTTQ",51,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","One Year","Yes","Bank Withdrawal"
"DQFW-UFDNR","4903-CNOZC",29,0,"Yes","DSL","Yes","Yes","Yes","No","No","Yes","Yes","One Year","No","Credit Card"
"DQFX-NEQJL","8894-JVDCV",62,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card"
"DQKN-JTOTZ","2809-ILCYT",25,10,"No","None","No","Yes","Yes","No","No","No","No","One Year","Yes","Credit Card"
"DQKQ-KLTQA","8670-ERCJH",72,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal"
"DQSG-UCDFD","7780-OTDSO",18,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DQSP-DIITP","2712-SYWAY",1,0,"No","None","No","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DQTD-ENIUM","9495-REDIY",25,0,"Yes","DSL","Yes","No","No","No","Yes","No","No","One Year","Yes","Credit Card"
"DQTU-GACDS","9912-OMZDS",59,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","One Year","Yes","Bank Withdrawal"
"DQWY-BXONB","8645-KOMJQ",69,1,"Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"DQXC-ZOBRT","9351-LZYGF",42,4,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","No","Month-to-Month","Yes","Credit Card"
"DRER-NWSIJ","1568-LJSZU",68,4,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"DRJI-MCLGV","2115-BFTIW",25,0,"Yes","Fiber Optic","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"DRKQ-EJKOS","1150-FTQGN",60,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","No","One Year","No","Bank Withdrawal"
"DRKT-DWWSI","2729-VNVAP",33,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"DRLU-ZIOLU","2778-OCLGR",24,1,"Yes","DSL","Yes","No","No","No","Yes","No","No","Month-to-Month","No","Bank Withdrawal"
"DRNH-FOWTR","6668-CNMFP",19,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","One Year","Yes","Bank Withdrawal"
"DRNP-EZSFH","1571-SAVHK",12,0,"Yes","Fiber Optic","No","Yes","Yes","Yes","No","No","No","Month-to-Month","Yes","Credit Card"
"DRRL-JQUPT","1450-GALXR",10,0,"Yes","Fiber Optic","No","Yes","Yes","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DRUL-ZRWPZ","6038-GCYEC",24,0,"Yes","DSL","Yes","No","No","No","No","Yes","Yes","Month-to-Month","Yes","Credit Card"
"DRVU-SIMFG","6425-JWTDV",48,5,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"DRYH-MKRMX","3585-YNADK",57,2,"Yes","Cable","Yes","Yes","Yes","Yes","No","Yes","Yes","One Year","No","Bank Withdrawal"
"DSAA-NEXTT","0289-IVARM",35,0,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal"
"DSDX-PNXZS","0665-XHDJU",72,7,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Two Year","Yes","Bank Withdrawal"
"DSGZ-EPVNX","3466-BYAVD",15,1,"Yes","Cable","Yes","Yes","No","Yes","No","Yes","Yes","Month-to-Month","Yes","Credit Card"
"DSIR-IYBVC","3824-RHKVR",17,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"DSLA-PRHUX","5999-LCXAO",1,0,"Yes","DSL","Yes","No","No","No","Yes","No","No","Month-to-Month","No","Credit Card"
"DSLP-GNZUB","6937-GCDGQ",19,1,"Yes","Cable","Yes","Yes","No","No","Yes","No","No","One Year","Yes","Bank Withdrawal"
"DSMH-XNQJV","9300-RENDD",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DSOF-ZYTID","4373-MAVJG",14,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"DSOI-JNQHL","4130-MZLCC",5,0,"Yes","DSL","Yes","Yes","No","No","No","Yes","No","Month-to-Month","No","Bank Withdrawal"
"DSPB-TQHQZ","8098-TDCBU",42,9,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Bank Withdrawal"
"DSPK-EXFGI","6127-ISGTU",16,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DSQL-ZLTVU","5599-HVLTW",14,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Two Year","Yes","Bank Withdrawal"
"DSQN-UMVCL","5883-GTGVD",19,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"DSQX-VNSRC","8582-KRHPJ",50,0,"Yes","DSL","Yes","No","No","No","Yes","Yes","No","Month-to-Month","Yes","Credit Card"
"DSQY-ZPWII","8779-YIQQA",21,10,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"DSRF-WHRCH","3546-GHEAE",7,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"DSRJ-FHBKC","0867-MKZVY",20,5,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","Month-to-Month","No","Bank Withdrawal"
"DSWV-FNUHI","4828-FAZPK",16,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Credit Card"
"DSWZ-ZAKJN","9944-AEXBM",32,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DSXR-XJNJG","6397-JNZZG",43,1,"Yes","DSL","Yes","No","No","No","No","Yes","Yes","Month-to-Month","No","Credit Card"
"DSZC-JUAUA","9661-MHUMO",1,3,"Yes","DSL","Yes","Yes","No","Yes","No","No","No","Month-to-Month","Yes","Credit Card"
"DTBV-DEBFX","2007-QVGAW",68,10,"No","None","No","Yes","No","No","No","No","No","Two Year","Yes","Bank Withdrawal"
"DTDD-UVDIK","2520-SGTTA",10,4,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"DTHN-JSVJX","1143-NMNQJ",2,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DTQV-EGHFL","4918-QLLIW",3,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"DTUJ-YKCZD","8761-NSOBC",44,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","Yes","No","Month-to-Month","No","Bank Withdrawal"
"DTWE-GLZPE","0536-ACXIP",72,9,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"DTZL-CICPO","5032-USPKF",38,0,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Yes","One Year","No","Bank Withdrawal"
"DUBF-CSWYZ","5698-BQJOH",9,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"DUCC-LWHDZ","4800-VHZKI",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"DUEV-EVRRG","2883-ILGWO",57,0,"Yes","Fiber Optic","No","Yes","Yes","Yes","No","Yes","No","Two Year","Yes","Bank Withdrawal"
"DUFC-VOPKQ","1069-QJOEE",25,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Bank Withdrawal"
"DUFY-DYKXX","2428-ZMCTB",10,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"DUKQ-MBIIE","5063-IUOKK",13,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"DUKY-URTQV","7471-WNSUF",60,1,"No","None","No","Yes","Yes","No","No","No","No","One Year","No","Bank Withdrawal"
"DUOW-KAPIU","5198-HQAEN",35,5,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","Yes","No","One Year","Yes","Bank Withdrawal"
"DUQI-CCNHE","0083-PIVIK",64,0,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Yes","One Year","No","Bank Withdrawal"
"DUTP-YZARJ","7801-CEDNV",27,10,"Yes","DSL","Yes","Yes","No","No","Yes","No","No","One Year","No","Credit Card"
"DUYK-CFFVF","8735-NBLWT",9,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"DVCJ-UWRCR","0847-HGRML",62,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Bank Withdrawal"
"DVHT-CUUUI","1897-OKVMW",64,3,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Mailed Check"
"DVJS-TFMNA","6366-XIVKZ",13,3,"Yes","Cable","Yes","Yes","No","No","Yes","No","Yes","Month-to-Month","Yes","Credit Card"
"DVKC-GJXCU","1501-SGHBW",2,0,"Yes","Cable","Yes","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"DVLP-QRQRR","7677-SJJJK",8,5,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"DVNE-CJLYD","6131-JLWZM",13,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"DVNI-QZRVP","6726-WEXXK",27,7,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","Yes","One Year","Yes","Bank Withdrawal"
"DVPQ-SLNLG","8065-QBYTO",71,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","No","One Year","Yes","Credit Card"
"DVPS-VSTCF","4092-OFQZS",20,8,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"DVSL-TWDRO","3384-CTMSF",47,2,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"DVTE-VTQGR","7675-OZCZG",3,0,"Yes","DSL","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"DVVU-UFILC","1218-VKFPE",12,1,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"DVWL-NTYOW","9453-PATOS",72,7,"Yes","Cable","Yes","Yes","No","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"DVWY-MYXXA","5760-IFJOZ",3,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","No","Mailed Check"
"DVZF-ELNRY","1849-RJYIG",8,0,"Yes","DSL","Yes","Yes","No","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DWAK-HMQJR","7783-YKGDV",12,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"DWDP-UKITP","2568-BRGYX",4,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"DWEO-MOLKN","8091-TTVAX",58,7,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","One Year","No","Credit Card"
