"account_id","avg_long_distance_fee_monthly","total_long_distance_fee","avg_gb_download_monthly","stream_tv","stream_movie","stream_music","total_monthly_fee","total_charges_quarter","total_refunds"
"EVUC-POPCL",1.43,90.09,16,"Yes","Yes","Yes",99.65,6311.2,0.0
"EWAC-YKMGR",45.68,1096.32,26,"Yes","Yes","Yes",81.0,1923.85,0.0
"EWHP-SUANO",27.38,1724.94,9,"No","Yes","Yes",58.55,3503.5,0.0
"EWIU-VHDAE",43.27,129.81,17,"No","No","No",79.65,251.75,0.0
"EWLD-FLGLD",28.56,1142.4,18,"No","Yes","Yes",55.8,2283.3,0.0
"EWQK-KQJNF",5.52,33.12,0,"No","No","No",19.7,113.5,0.0
"EWTL-FJAWT",34.57,1728.5,13,"Yes","Yes","Yes",109.65,5405.8,0.0
"EWVA-CSXGQ",3.0,72.0,15,"Yes","Yes","Yes",104.65,2542.45,0.0
"EWVZ-XOPJX",37.53,2664.63,24,"No","Yes","Yes",82.7,5831.2,0.0
"EWXI-EBBXX",32.59,2346.48,14,"No","Yes","Yes",79.5,5661.7,0.0
"EXBP-MSWDP",24.68,1480.8,19,"No","Yes","No",89.45,5294.6,0.0
"EXEA-ZXPVL",5.02,5.02,0,"No","No","No",19.05,19.05,0.0
"EXFN-TEQAM",26.06,1303.0,18,"Yes","Yes","Yes",99.4,5059.75,0.0
"EXKG-WOUXL",39.79,39.79,7,"Yes","No","No",80.05,80.05,0.0
"EXKZ-RUIKP",15.65,1064.2,5,"Yes","Yes","Yes",91.7,6424.7,0.0
"EXNS-UEATN",34.63,519.45,0,"No","No","No",20.55,295.95,0.0
"EXOD-DCKEG",0.0,0.0,19,"No","No","No",25.2,102.5,0.0
"EXVJ-BBNDK",20.63,1361.58,0,"No","No","No",20.55,1357.1,17.14
"EXXO-GGKPJ",27.24,435.84,0,"No","No","No",20.5,290.55,0.0
"EYGH-FIEJS",45.28,45.28,2,"No","No","No",44.6,44.6,0.0
"EYHG-EGHYM",5.02,40.16,26,"No","No","No",81.25,585.95,0.0
"EYJP-QZXFW",41.61,2829.48,14,"Yes","Yes","Yes",88.85,6132.7,0.0
"EYMI-NTKKY",39.25,1884.0,51,"Yes","Yes","Yes",105.1,5083.55,0.0
"EYYB-EDSFU",48.45,775.2,59,"No","No","No",49.45,799.0,0.0
"EZAH-UMQJK",2.97,80.19,4,"No","No","No",86.45,2401.05,0.0
"EZAI-QEXLJ",5.97,268.65,73,"Yes","Yes","Yes",108.45,4964.7,0.0
"EZAX-CTHFZ",5.58,72.54,0,"No","No","No",19.75,246.7,0.0
"EZBU-FXAAZ",40.96,2744.32,47,"Yes","Yes","Yes",111.2,7530.8,0.0
"EZBX-CGIPZ",30.92,154.6,41,"No","No","Yes",55.75,266.95,0.0
"EZCR-ZZYOK",37.85,2006.05,0,"No","No","No",20.8,1021.8,0.0
"EZEV-EACQU",0.0,0.0,19,"No","No","No",33.6,33.6,0.0
"EZEX-QGPTP",45.69,456.9,18,"Yes","No","No",84.7,832.05,12.81
"EZFC-AWQMJ",16.84,1195.64,0,"No","No","No",19.85,1326.35,0.0
"EZGJ-PBOYY",3.61,18.05,69,"No","No","No",54.2,308.25,0.0
"EZJT-QBGJI",17.32,1212.4,30,"Yes","Yes","Yes",113.65,7939.25,0.0
"EZJU-ZJTWV",30.13,602.6,0,"No","No","No",19.7,415.9,0.0
"EZKA-QJRGW",35.88,609.96,52,"No","No","No",70.8,1207.0,0.0
"EZLU-LNUAB",15.33,674.52,0,"No","No","No",25.7,1110.5,0.0
"EZPK-ZARGW",36.36,909.0,6,"No","Yes","No",89.7,2187.55,23.33
"EZRO-UPKPA",1.28,23.04,30,"No","No","No",56.8,1074.65,0.0
"EZVS-NQGYG",24.33,1289.49,52,"Yes","No","No",92.55,4779.45,0.0
"FACG-DSHBT",41.26,1980.48,23,"No","No","No",75.15,3772.65,0.0
"FACH-AONBY",22.34,22.34,12,"No","No","No",70.2,70.2,0.0
"FAIZ-AXIQO",0.0,0.0,59,"No","No","No",26.05,565.75,0.0
"FAKP-KXQZC",12.62,631.0,0,"No","No","No",19.4,1023.95,0.0
"FAQW-VJSXR",13.82,621.9,8,"No","Yes","Yes",89.3,4192.15,0.0
"FARA-KYVAA",35.27,881.75,4,"Yes","Yes","Yes",90.4,2178.6,0.0
"FAWQ-CCKLG",25.11,125.55,26,"No","No","No",81.3,416.3,0.0
"FAZM-WBYAU",29.81,1341.45,27,"Yes","Yes","Yes",107.75,4882.8,0.0
"FBAO-HYZNY",48.25,48.25,0,"No","No","No",20.2,20.2,0.0
"FBEE-LWMRI",0.0,0.0,29,"No","Yes","Yes",35.9,35.9,0.0
"FBIA-ASMLM",42.51,1530.36,0,"No","No","No",20.25,717.95,0.0
"FBMS-MJYQY",26.49,900.66,18,"Yes","No","No",90.15,3128.8,0.0
"FBSF-EYWFR",49.7,497.0,10,"No","No","No",80.05,830.7,0.0
"FBWK-YHQHB",10.38,10.38,7,"Yes","Yes","Yes",101.45,101.45,0.0
"FBYC-BUIQA",36.55,2412.3,20,"No","No","No",96.6,6424.25,0.0
"FCDG-FXVFY",15.09,1086.48,85,"Yes","Yes","Yes",106.3,7565.35,0.0
"FCFE-TVEKR",41.02,1435.7,0,"No","No","No",20.05,746.75,0.0
"FCFL-GYAXO",7.47,507.96,29,"No","Yes","Yes",78.45,5333.35,0.0
"FCGJ-HPAFE",7.84,540.96,21,"Yes","No","No",73.7,4885.85,0.0
"FCLI-QVXQF",0.0,0.0,51,"No","No","No",29.1,688.0,0.0
"FCPF-VORYX",22.31,446.2,21,"No","No","No",54.0,1055.9,0.0
"FCRY-FGSSN",43.56,87.12,52,"No","No","No",74.75,144.8,0.0
"FCWK-KLSRY",32.0,1152.0,23,"No","Yes","Yes",75.55,2680.15,0.0
"FCYJ-BZWJY",32.28,2001.36,0,"No","No","No",23.75,1446.8,0.0
"FDJU-SQYUT",14.21,127.89,5,"Yes","No","No",85.35,754.65,0.0
"FDMS-SLICF",11.61,11.61,0,"No","No","No",20.45,20.45,0.0
"FDOS-RTNIW",3.18,200.34,15,"Yes","Yes","Yes",110.1,6705.7,0.0
"FDQL-KKVGR",16.09,1094.12,53,"Yes","Yes","Yes",103.75,7039.45,0.0
"FDQY-SDPMT",19.24,692.64,18,"No","Yes","Yes",106.05,3834.4,0.0
"FDRF-WMQBG",35.76,965.52,4,"Yes","Yes","No",110.5,2857.6,0.0
"FDUY-JHOEP",34.0,1462.0,11,"No","No","No",75.2,3198.6,0.0
"FEBX-CYOZX",7.99,119.85,27,"No","No","No",75.3,1147.45,0.0
"FEEE-RLDRJ",3.84,3.84,13,"No","No","No",76.45,76.45,0.0
"FEGM-IGITR",18.62,186.2,0,"No","No","No",20.15,220.8,0.0
"FEIG-UYYTX",42.1,2273.4,12,"Yes","Yes","Yes",70.15,3715.65,0.0
"FEKT-DCFHC",41.9,125.7,0,"No","No","No",19.6,55.25,0.0
"FEMB-LHJJU",13.2,739.2,0,"No","No","No",25.15,1327.15,0.0
"FENT-PIWPZ",0.0,0.0,7,"Yes","No","No",40.15,1626.05,0.0
"FEOP-UUMCL",12.27,871.17,21,"No","Yes","Yes",80.6,5708.2,0.0
"FEQJ-WJKGM",12.16,85.12,9,"Yes","Yes","Yes",81.25,580.1,47.36
"FESV-GBIMZ",32.74,32.74,26,"Yes","No","No",55.0,55.0,0.0
"FEUQ-KEFWT",14.97,14.97,5,"No","No","No",49.3,49.3,0.0
"FEWG-UXQWK",5.36,5.36,0,"No","No","No",19.6,19.6,0.0
"FEXS-AABZF",7.29,524.88,53,"No","No","No",79.05,5730.7,0.0
"FEZI-KTKDG",22.34,178.72,0,"No","No","No",19.55,161.15,0.0
"FEZM-COSWG",16.13,145.17,0,"No","No","No",19.75,210.65,0.0
"FFDS-ELHGI",45.35,3129.15,19,"Yes","Yes","Yes",99.15,6875.35,0.0
"FFKO-DBZAX",5.08,10.16,17,"No","No","No",44.9,111.05,0.0
"FFLK-GGLEG",5.73,103.14,13,"No","Yes","No",59.1,1011.05,31.05
"FFMW-WXMIJ",43.57,2614.2,30,"No","No","No",65.85,3928.3,0.0
"FFPH-INHSU",1.61,20.93,0,"No","No","No",20.0,268.45,0.0
"FFTI-EYPQC",33.48,1004.4,22,"Yes","No","No",105.7,3181.8,0.0
"FFYN-CCVLV",31.28,281.52,0,"No","No","No",19.05,157.65,0.0
"FFYP-HNVGI",29.04,58.08,21,"Yes","No","No",79.65,152.7,0.0
"FGAC-UBTBW",34.65,1455.3,9,"No","Yes","Yes",99.45,4138.05,30.46
"FGCN-TQFKK",13.61,13.61,25,"No","No","No",74.5,74.5,0.0
"FGCS-PVTZI",11.74,575.26,20,"Yes","No","No",90.4,4494.65,0.0
"FGHF-UHWQB",33.57,1074.24,26,"Yes","Yes","Yes",99.55,3204.65,35.82
"FGJR-AMGBT",0.0,0.0,20,"No","No","No",35.65,1025.15,25.07
"FGLS-SIIVL",0.0,0.0,21,"No","No","No",24.15,812.5,0.0
"FGXI-DPTDL",38.06,1408.22,19,"Yes","Yes","No",101.1,3744.05,0.0
"FGXM-WJRJR",32.12,2119.92,17,"No","No","No",65.7,4378.9,0.0
"FHDB-BIADB",29.25,1696.5,0,"No","No","No",20.3,1131.5,0.0
"FHGY-VDFHG",44.79,2329.08,52,"Yes","Yes","Yes",101.25,5301.1,0.0
"FHKN-FKNOM",3.86,274.06,85,"Yes","Yes","Yes",104.15,7365.3,0.0
"FHMD-TKANU",44.66,312.62,26,"Yes","No","No",86.25,587.1,0.0
"FHMD-YLTWA",25.39,25.39,52,"No","No","No",54.35,54.35,0.0
"FHMS-BBZSO",6.75,486.0,0,"No","No","No",25.45,1866.45,0.0
"FHNP-DHWDD",29.68,29.68,18,"No","No","No",69.25,69.25,0.0
"FHQA-PMPAK",49.9,1896.2,0,"No","No","No",19.95,756.4,0.0
"FHQH-INECE",39.22,1568.8,27,"No","No","No",80.0,3168.75,41.74
"FHRC-CFEXW",13.4,938.0,3,"No","No","No",90.25,6385.95,0.0
"FHTO-UXIRQ",44.05,704.8,0,"No","No","No",19.3,360.35,0.0
"FHWI-RUNKG",28.55,1170.55,20,"Yes","No","No",74.55,3023.55,0.0
"FHZT-PSOTP",9.34,280.2,8,"Yes","No","No",85.15,2555.9,0.0
"FIBB-BKQYZ",5.55,338.55,7,"Yes","Yes","Yes",115.1,6993.65,0.0
"FIBH-PTANV",48.16,337.12,85,"Yes","Yes","Yes",66.85,458.1,0.0
"FICF-IEQXZ",29.96,419.44,7,"Yes","Yes","No",104.85,1531.4,0.0
"FICL-GYBXX",20.61,721.35,16,"No","No","No",59.6,2094.9,0.0
"FIFT-OUEEZ",16.58,1193.76,30,"Yes","Yes","Yes",85.25,6083.1,0.0
"FIHH-PKOXS",40.03,640.48,20,"No","No","No",73.25,1195.75,0.0
"FIHL-NCHIZ",37.09,2373.76,0,"No","No","No",24.4,1548.65,0.0
"FIOF-HPWKR",26.64,1704.96,71,"Yes","Yes","Yes",73.05,4688.65,0.0
"FIPT-OYMHD",17.75,745.5,53,"Yes","Yes","Yes",92.15,3875.4,0.0
"FIRP-MNGRK",27.97,27.97,18,"No","No","No",69.75,69.75,0.0
"FIWL-DSBUU",37.69,1507.6,15,"Yes","Yes","Yes",104.5,4036.85,0.0
"FIYS-OEOZB",23.4,1614.6,27,"Yes","Yes","Yes",110.25,7467.55,0.0
"FJKC-HXEOB",33.69,1751.88,52,"Yes","Yes","Yes",111.25,5916.45,1.27
"FJLO-CDSFG",11.04,132.48,0,"No","No","No",19.8,202.25,0.0
"FJLU-BVOUC",25.62,435.54,0,"No","No","No",19.9,323.15,0.0
"FJMS-MRNPY",47.57,713.55,26,"No","Yes","Yes",64.65,994.55,0.0
"FJNG-OLLYW",22.24,1534.56,0,"No","No","No",23.95,1713.1,0.0
"FJZU-NUEWS",40.15,200.75,19,"Yes","Yes","Yes",94.85,462.8,0.0
"FKCK-NIDFA",13.56,149.16,17,"Yes","Yes","Yes",64.9,716.1,0.0
"FKFK-TPNVS",33.39,100.17,59,"Yes","Yes","Yes",99.0,287.4,0.0
"FKHL-YHUMS",5.59,5.59,2,"Yes","Yes","Yes",95.45,95.45,0.0
"FKJA-HZSAM",4.72,217.12,0,"No","No","No",20.2,845.6,0.0
"FKJT-ERCBD",31.45,1195.1,76,"Yes","No","No",74.05,2802.3,0.0
"FKKR-TYEDF",27.97,1286.62,22,"Yes","Yes","Yes",101.1,4674.4,0.0
"FKNA-OBVOC",23.27,1535.82,58,"Yes","Yes","Yes",91.7,6075.9,0.0
"FKNO-GUFKR",42.68,2646.16,51,"Yes","Yes","Yes",113.95,6891.4,0.0
"FLEM-DQDNT",32.12,1927.2,0,"No","No","No",20.95,1270.55,0.0
"FLHY-ORNZX",18.26,310.42,0,"No","No","No",24.1,409.9,0.0
"FLIN-RPMVD",48.49,1600.17,51,"No","No","No",44.55,1462.6,0.0
"FLPO-GBEPH",46.61,2563.55,30,"No","No","No",55.25,3119.9,0.0
"FLWC-IGSWQ",0.0,0.0,30,"Yes","Yes","Yes",53.15,1930.9,0.0
"FLYW-BWWKK",42.59,979.57,2,"No","Yes","Yes",86.8,1975.85,0.0
"FLZI-FNWDL",14.8,621.6,23,"Yes","Yes","Yes",73.15,3088.25,0.0
"FLZX-MLRFS",14.54,974.18,0,"No","No","No",26.3,1688.9,0.0
"FMEU-GBJOZ",9.81,294.3,0,"No","No","No",19.8,576.65,0.0
"FMHU-SBCPI",39.83,876.26,16,"No","No","No",54.7,1178.75,0.0
"FMIU-WQEKJ",29.11,436.65,29,"No","No","No",74.4,1074.3,0.0
"FMPA-IJRCJ",0.0,0.0,6,"No","No","No",39.7,1932.75,0.0
"FMRO-VBALB",25.04,75.12,17,"Yes","Yes","Yes",70.7,225.65,0.0
"FMRV-LOKMX",23.76,1140.48,0,"No","No","No",24.55,1203.95,36.04
"FMTW-ODARF",42.45,1782.9,11,"Yes","Yes","Yes",108.3,4586.15,0.0
"FMVH-IHZMQ",17.07,17.07,3,"No","No","No",61.15,61.15,0.0
"FMWY-UVMQO",0.0,0.0,15,"No","No","No",36.15,2434.45,0.0
"FNBE-THHAN",30.09,1143.42,18,"Yes","Yes","Yes",89.1,3342.0,0.0
"FNCG-JRZPX",22.75,455.0,11,"No","Yes","Yes",68.9,1370.35,0.0
"FNFA-QIBRM",45.59,3008.94,24,"No","No","No",80.45,5224.35,0.0
"FNFY-CWZPA",24.27,1431.93,9,"Yes","Yes","Yes",99.5,5890.0,0.0
"FNGG-CAVXK",10.43,156.45,29,"Yes","No","No",83.2,1130.0,0.0
"FNHA-VYLML",1.36,27.2,25,"Yes","No","No",85.25,1734.5,0.0
"FNLW-GQPWW",15.67,31.34,8,"No","No","No",69.7,135.2,0.0
"FNOI-IQSSV",27.02,54.04,26,"Yes","No","No",59.0,114.15,0.0
"FNPN-EHJRN",48.97,48.97,23,"Yes","No","No",79.5,79.5,0.0
"FNRT-STOML",41.9,83.8,71,"No","No","No",45.55,84.4,0.0
"FNTV-PTDIR",47.9,2490.8,3,"No","No","No",53.75,2790.65,43.12
"FOCS-QGONG",5.12,5.12,30,"No","No","Yes",45.95,45.95,0.0
"FODE-MNDZX",30.73,61.46,39,"No","No","Yes",68.95,119.75,0.0
"FOKJ-FPFSW",36.14,252.98,85,"No","No","Yes",49.75,331.3,0.0
"FOML-LYJCW",19.14,1129.26,13,"No","No","No",94.05,5483.9,0.0
"FORY-PSGIW",4.39,311.69,82,"Yes","Yes","Yes",104.1,7412.25,0.0
"FOXU-RQKLW",0.0,0.0,21,"No","Yes","Yes",40.35,1677.85,0.0
"FPEA-VLLDV",25.32,886.2,30,"No","No","No",61.0,2130.45,10.7
"FPHO-NMBLB",35.52,994.56,26,"No","Yes","Yes",94.5,2659.4,0.0
"FPIQ-FODGF",14.9,14.9,6,"No","No","No",45.85,45.85,0.0
"FPMI-GBKEH",12.72,457.92,0,"No","No","No",20.35,695.85,0.0
"FPMW-EORPM",7.17,179.25,0,"No","No","No",19.9,510.8,0.0
"FPNG-RFZEW",0.0,0.0,21,"No","No","No",29.45,1459.35,0.0
"FPSC-XCNPU",36.48,693.12,20,"No","No","No",60.6,1297.8,0.0
"FPUW-VIDDT",17.54,17.54,16,"No","No","No",71.65,71.65,0.0
"FPVK-BFBER",15.16,242.56,7,"Yes","Yes","No",98.75,1587.55,0.0
"FPVT-GJHCK",6.84,287.28,27,"Yes","Yes","Yes",94.2,4186.3,0.0
"FPYI-OUMUI",30.44,2191.68,0,"No","No","No",19.8,1468.75,0.0
"FPYK-IJZVP",29.53,1624.15,29,"No","No","No",51.65,2838.55,0.0
"FPYS-COPYM",30.77,246.16,75,"No","No","No",44.65,369.15,0.0
"FPZB-DTGRY",44.81,2195.69,10,"Yes","Yes","Yes",100.85,4847.35,0.0
"FQCQ-HOGNS",15.29,305.8,59,"Yes","Yes","Yes",76.0,1588.75,7.3
"FQER-BOJYM",49.5,1980.0,20,"Yes","Yes","Yes",94.55,3640.45,0.0
"FQMD-JCIWF",28.71,172.26,17,"No","Yes","No",84.35,474.9,0.0
"FQNQ-UKMRH",40.76,652.16,7,"No","Yes","Yes",93.2,1573.7,35.7
"FQXI-IDNLN",5.14,277.56,6,"No","Yes","No",65.25,3529.95,33.07
"FQZP-UOXHP",27.91,614.02,27,"No","No","No",51.1,1232.9,0.0
"FRCQ-OITLC",47.31,2128.95,0,"No","No","No",24.45,1088.25,0.0
"FRDD-CTLYH",29.72,2080.4,12,"No","Yes","Yes",65.2,4543.15,0.0
"FRFU-HIOLG",44.34,88.68,0,"No","No","No",19.35,46.35,0.0
"FRTN-TDMXI",28.54,1997.8,23,"Yes","Yes","Yes",110.5,7752.05,0.0
"FRVJ-HHVDM",33.7,2089.4,15,"No","No","No",60.15,3753.2,0.0
"FRXT-JTRYN",20.34,1240.74,51,"Yes","Yes","Yes",81.05,4747.65,0.0
"FRZY-FYDJE",0.0,0.0,52,"Yes","No","No",50.0,2919.85,0.0
"FSGO-MXAFZ",48.47,1696.45,12,"No","No","No",75.2,2576.2,0.0
"FSHM-RMUES",34.73,416.76,6,"No","Yes","Yes",89.15,1057.55,0.0
"FSIH-WNOSD",36.82,625.94,6,"No","No","No",85.35,1463.45,0.0
"FSJE-BVDBQ",11.6,290.0,10,"No","No","No",55.55,1405.3,0.0
"FSLV-HMWES",16.15,1162.8,52,"No","No","Yes",84.05,6052.25,0.0
"FSXE-PPKIF",44.28,177.12,59,"No","Yes","Yes",80.85,302.75,0.0
"FSZW-ENUII",11.02,528.96,0,"No","No","No",19.95,1004.5,0.0
"FTAP-UPAXR",0.0,0.0,10,"No","No","No",34.4,592.75,0.0
"FTDD-JLNGW",0.0,0.0,25,"No","No","No",45.9,693.45,16.27
"FTDM-QANPP",45.21,452.1,3,"Yes","Yes","Yes",100.6,1060.2,0.0
"FTFS-RJXFY",41.83,1798.69,15,"No","No","No",80.45,3398.9,0.0
"FTGS-NTRRL",17.75,1118.25,15,"Yes","Yes","Yes",102.4,6444.05,0.0
"FTPH-CTZXH",44.61,3211.92,30,"Yes","Yes","Yes",98.35,6929.4,0.0
"FTRO-BMTYX",39.02,273.14,25,"Yes","Yes","Yes",100.4,715.0,0.0
"FTTM-MQWHH",32.83,1444.52,24,"Yes","No","No",88.15,3973.2,0.0
"FTZI-UMXQR",3.14,3.14,0,"No","No","No",19.4,19.4,0.0
"FUBK-APKDY",2.21,112.71,10,"No","Yes","No",93.65,4839.15,0.0
"FUDI-MBJWG",0.0,0.0,4,"Yes","No","No",45.4,214.75,0.0
"FUEC-LWCDQ",0.0,0.0,58,"Yes","No","No",39.95,1023.75,0.0
"FUFD-SYMIH",10.2,10.2,0,"No","No","No",19.55,19.55,0.0
"FUJQ-ZFOBO",29.29,585.8,15,"No","Yes","Yes",85.8,1727.5,0.0
"FUZY-HYRUV",0.0,0.0,30,"Yes","No","No",38.9,664.4,0.0
"FVDU-NFUVS",27.88,1700.68,5,"Yes","Yes","Yes",79.8,4914.8,0.0
"FVDX-AMNFM",0.0,0.0,48,"No","No","No",24.9,49.7,0.0
"FVEF-AJPLC",37.25,2644.75,0,"No","No","No",25.45,1789.65,0.0
"FVFC-JVKYD",48.02,2160.9,18,"Yes","Yes","Yes",95.2,4285.8,43.95
"FVIX-AICAS",10.97,778.87,20,"No","Yes","Yes",80.1,5585.4,0.0
"FVJE-XFFJF",18.12,217.44,0,"No","No","No",19.45,246.25,0.0
"FVKR-PSABX",35.22,2113.2,16,"Yes","No","No",95.75,5742.9,0.0
"FVNF-KWFEG",48.38,483.8,42,"No","No","No",79.85,887.35,0.0
"FVOJ-HZRIU",12.69,215.73,22,"Yes","Yes","Yes",79.85,1387.35,0.0
"FVVU-MSBNY",26.0,1274.0,16,"No","No","No",88.2,4159.45,0.0
"FWDZ-RHFIU",43.29,3116.88,16,"Yes","Yes","Yes",92.0,6474.4,0.0
"FWHS-EFIAU",19.16,1072.96,48,"Yes","Yes","Yes",98.25,5508.35,0.0
"FWSX-RDZLO",21.86,65.58,6,"Yes","Yes","Yes",101.55,298.35,0.0
"FWWD-YAHCO",45.87,2981.55,0,"No","No","No",24.8,1600.95,0.0
"FWWV-GYSUW",0.0,0.0,22,"No","No","No",25.1,712.85,0.0
"FXET-QXHLH",0.0,0.0,11,"No","No","No",25.1,382.8,0.0
"FXFK-XHYVH",30.63,30.63,0,"No","No","No",19.55,19.55,0.0
"FXGG-RCYZR",0.0,0.0,6,"No","No","No",34.0,442.45,0.0
"FXJH-BHUAK",10.33,516.5,6,"No","No","No",54.9,2614.1,0.0
"FXMG-WXSSR",44.34,133.02,29,"No","No","No",75.85,256.6,0.0
"FXUK-OBQEG",35.71,35.71,3,"No","Yes","Yes",80.0,80.0,0.0
"FXXI-ODNVF",13.35,480.6,7,"Yes","Yes","Yes",99.15,3615.6,0.0
"FXYQ-LZGLI",40.83,40.83,0,"No","No","No",20.1,20.1,0.0
"FYCT-DDJJK",36.98,1479.2,21,"No","No","No",61.9,2647.1,0.0
"FYDP-JUHFL",35.93,862.32,5,"Yes","No","No",90.55,2282.55,0.0
"FYGJ-VHWYA",47.38,2605.9,29,"Yes","Yes","Yes",96.8,5283.95,0.0
"FYGM-HBUBW",17.33,311.94,69,"No","No","No",50.0,892.7,0.0
"FYHO-ELECD",41.04,410.4,0,"No","No","No",18.85,163.2,0.0
"FYJI-KCJXS",0.0,0.0,17,"Yes","Yes","Yes",44.5,1307.8,0.0
"FYNO-DIHWI",6.1,433.1,9,"Yes","Yes","No",105.75,7382.85,0.0
"FYPL-MYFES",12.75,153.0,24,"Yes","Yes","Yes",94.2,1046.1,7.39
"FYSQ-TTAID",0.0,0.0,28,"Yes","Yes","Yes",53.35,3090.05,0.0
"FYUE-HDEQJ",4.45,57.85,25,"No","Yes","No",82.0,1127.2,0.0
"FYUT-ALLQA",33.23,2292.87,3,"Yes","Yes","Yes",113.25,7895.15,0.0
"FYVG-UMOTC",40.45,323.6,29,"Yes","Yes","No",100.6,819.4,0.0
"FYXK-RLETP",29.47,1709.26,16,"No","No","No",64.9,3795.45,0.0
"FYXZ-IDAZB",4.94,123.5,51,"Yes","Yes","Yes",99.3,2513.5,0.0
"FYZH-BVYKX",20.39,713.65,21,"No","No","No",55.25,1924.1,0.0
"FZBN-AZXPT",30.3,2181.6,14,"Yes","Yes","Yes",112.9,8061.5,0.0
"FZED-SQJOJ",9.25,64.75,29,"Yes","Yes","Yes",98.05,713.0,0.0
"FZFF-WHUYQ",29.77,922.87,12,"Yes","No","No",88.65,2683.2,0.0
"FZFQ-BHIBF",21.3,766.8,18,"Yes","Yes","Yes",94.7,3512.5,0.0
"FZIR-WSZVG",0.0,0.0,10,"No","No","No",42.3,1840.75,0.0
"FZMO-FDKNN",33.69,2391.99,27,"Yes","No","No",100.2,7209.0,0.0
"FZMR-GDWHO",19.38,600.78,76,"Yes","Yes","Yes",101.4,3143.65,0.0
"FZNV-AUTEK",13.14,459.9,6,"No","No","No",80.05,2835.9,0.0
"FZNV-PRTSD",43.8,1401.6,0,"No","No","No",19.75,624.15,0.0
"FZSD-JXDVV",0.0,0.0,15,"Yes","Yes","Yes",60.95,4549.05,0.0
"FZTY-KBNMH",13.35,814.35,0,"No","No","No",24.1,1551.6,0.0
"GAAC-ZCDFR",26.98,1349.0,0,"No","No","No",20.35,938.95,0.0
"GAHF-UFXWT",10.11,657.15,26,"Yes","Yes","Yes",91.55,5963.95,0.0
"GAJG-MODUY",47.75,1432.5,27,"Yes","No","No",90.05,2627.2,0.0
"GARG-WUCRO",3.3,122.1,2,"Yes","Yes","No",96.55,3580.3,0.0
"GAXI-HNASO",0.0,0.0,23,"Yes","Yes","Yes",45.0,2689.35,0.0
"GAXU-PWUBT",35.21,281.68,0,"No","No","No",20.45,162.3,0.0
"GAYC-IQOTT",0.0,0.0,13,"No","No","No",29.8,2134.3,0.0
"GBAF-HIXJE",36.17,1410.63,5,"No","No","No",75.25,3017.65,0.0
"GBMQ-KJLCV",9.08,499.4,23,"No","No","No",60.0,3316.1,0.0
"GBQX-TNKQE",16.11,966.6,18,"Yes","Yes","Yes",80.55,4847.05,0.0
"GBVO-HHJXG",4.53,4.53,28,"No","No","No",75.1,75.1,0.0
"GBWJ-OFKRY",34.02,1428.84,18,"Yes","No","No",77.95,3384.0,0.0
"GBWS-MSQCR",10.04,90.36,13,"No","Yes","No",83.85,790.15,0.0
"GCDO-LCNJJ",3.95,185.65,0,"No","No","No",21.3,1041.8,0.0
"GCEQ-MYEOC",32.22,2319.84,25,"No","Yes","Yes",104.9,7732.65,0.0
"GCJG-LVAKE",42.07,2818.69,12,"No","No","No",60.95,4119.4,17.19
"GCMX-VVIEP",48.03,48.03,73,"No","No","Yes",45.05,45.05,0.0
"GCRB-JUZOL",14.46,1041.12,29,"Yes","Yes","Yes",108.65,7726.35,0.0
"GCUB-CFTMM",32.93,1844.08,0,"No","No","No",24.45,1431.65,0.0
"GCYC-PHXTN",20.88,1044.0,13,"Yes","Yes","Yes",105.95,5341.8,0.0
"GDBP-AYBTZ",7.03,217.93,0,"No","No","No",25.75,755.6,0.0
"GDDX-YROIE",27.3,409.5,18,"Yes","No","No",85.3,1219.85,0.0
"GDKA-ZMGDI",12.75,420.75,19,"Yes","Yes","No",105.35,3465.05,0.0
"GDKR-MCHZB",27.89,27.89,20,"No","No","No",70.05,70.05,0.0
"GDLJ-EDOMT",15.18,349.14,46,"No","No","No",79.1,1783.75,0.0
"GDVJ-OASUT",11.34,11.34,20,"No","No","No",74.7,74.7,0.0
"GDZF-NOAXM",41.55,2991.6,25,"Yes","Yes","Yes",108.3,7679.65,36.13
"GEAC-HLVFN",21.91,153.37,11,"Yes","Yes","No",95.6,644.35,0.0
"GEEF-WIEVM",36.48,109.44,59,"No","No","No",45.35,141.5,0.0
"GEER-JDVFM",2.78,8.34,0,"No","No","No",19.45,69.25,0.0
"GENF-VYGEI",0.0,0.0,19,"No","No","No",34.8,1980.3,0.0
"GEOJ-MAJGL",37.45,2696.4,48,"Yes","Yes","Yes",92.4,6786.1,0.0
"GEOU-GHNUU",8.33,441.49,73,"Yes","Yes","Yes",100.3,5200.8,0.0
"GEQQ-QWXEX",31.93,2107.38,15,"Yes","No","No",88.9,6000.1,0.0
"GERC-MBSVT",0.0,0.0,6,"No","No","No",24.45,47.5,0.0
"GETD-ROPYI",4.76,337.96,52,"Yes","No","No",76.9,5522.7,0.0
"GFBT-KKWZA",32.12,2280.52,0,"No","No","No",19.8,1388.45,0.0
"GFDA-IILUI",14.86,1055.06,0,"No","No","No",19.7,1301.1,0.0
"GFGS-ZEMBK",31.08,341.88,26,"Yes","Yes","Yes",99.5,1056.95,0.0
"GFRO-VPNOY",33.57,906.39,21,"Yes","Yes","No",84.8,2309.55,0.0
